sample_name,sensitivity,specificity,f1
FAVITES_output_logSI_contemp_T200_N100_E1_385,0.250,0.290,0.269
FAVITES_output_logSI_contemp_T200_N100_E1_387,0.250,0.250,0.250
FAVITES_output_logSI_contemp_T200_N100_E1_388,0.200,0.250,0.222
FAVITES_output_logSI_contemp_T200_N100_E1_390,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_391,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_392,0.281,0.300,0.290
FAVITES_output_logSI_contemp_T200_N100_E1_393,0.222,0.222,0.222
FAVITES_output_logSI_contemp_T200_N100_E1_394,0.429,0.500,0.462
FAVITES_output_logSI_contemp_T200_N100_E1_395,0.167,0.167,0.167
FAVITES_output_logSI_contemp_T200_N100_E1_396,0.333,0.375,0.353
FAVITES_output_logSI_contemp_T200_N100_E1_397,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_398,0.107,0.125,0.115
FAVITES_output_logSI_contemp_T200_N100_E1_399,0.273,0.300,0.286
FAVITES_output_logSI_contemp_T200_N100_E1_400,0.333,0.364,0.348
FAVITES_output_logSI_contemp_T200_N100_E1_402,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_403,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_404,0.216,0.224,0.220
FAVITES_output_logSI_contemp_T200_N100_E1_405,0.455,0.500,0.476
FAVITES_output_logSI_contemp_T200_N100_E1_406,0.163,0.171,0.167
FAVITES_output_logSI_contemp_T200_N100_E1_407,0.140,0.156,0.147
FAVITES_output_logSI_contemp_T200_N100_E1_409,0.200,0.222,0.211
FAVITES_output_logSI_contemp_T200_N100_E1_410,0.267,0.286,0.276
FAVITES_output_logSI_contemp_T200_N100_E1_411,0.429,0.429,0.429
FAVITES_output_logSI_contemp_T200_N100_E1_412,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_413,0.154,0.162,0.158
FAVITES_output_logSI_contemp_T200_N100_E1_414,0.176,0.194,0.185
FAVITES_output_logSI_contemp_T200_N100_E1_415,0.108,0.111,0.110
FAVITES_output_logSI_contemp_T200_N100_E1_416,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_417,1.000,1.000,1.000
FAVITES_output_logSI_contemp_T200_N100_E1_418,0.111,0.167,0.133
FAVITES_output_logSI_contemp_T200_N100_E1_419,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_420,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_421,0.250,0.333,0.286
FAVITES_output_logSI_contemp_T200_N100_E1_422,0.297,0.306,0.301
FAVITES_output_logSI_contemp_T200_N100_E1_423,0.222,0.231,0.226
FAVITES_output_logSI_contemp_T200_N100_E1_424,0.500,1.000,0.667
FAVITES_output_logSI_contemp_T200_N100_E1_425,0.222,0.286,0.250
FAVITES_output_logSI_contemp_T200_N100_E1_426,0.158,0.200,0.176
FAVITES_output_logSI_contemp_T200_N100_E1_427,0.256,0.268,0.262
FAVITES_output_logSI_contemp_T200_N100_E1_428,0.357,0.417,0.385
FAVITES_output_logSI_contemp_T200_N100_E1_429,0.186,0.204,0.195
FAVITES_output_logSI_contemp_T200_N100_E1_430,0.286,0.333,0.308
FAVITES_output_logSI_contemp_T200_N100_E1_431,0.260,0.289,0.274
FAVITES_output_logSI_contemp_T200_N100_E1_432,1.000,1.000,1.000
FAVITES_output_logSI_contemp_T200_N100_E1_433,0.167,0.184,0.175
FAVITES_output_logSI_contemp_T200_N100_E1_434,0.286,0.303,0.294
FAVITES_output_logSI_contemp_T200_N100_E1_435,0.257,0.310,0.281
FAVITES_output_logSI_contemp_T200_N100_E1_436,0.178,0.186,0.182
FAVITES_output_logSI_contemp_T200_N100_E1_437,1.000,1.000,1.000
FAVITES_output_logSI_contemp_T200_N100_E1_438,0.600,0.750,0.667
FAVITES_output_logSI_contemp_T200_N100_E1_439,0.220,0.231,0.225
FAVITES_output_logSI_contemp_T200_N100_E1_440,0.333,0.375,0.353
FAVITES_output_logSI_contemp_T200_N100_E1_441,0.231,0.261,0.245
FAVITES_output_logSI_contemp_T200_N100_E1_442,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_443,0.316,0.316,0.316
FAVITES_output_logSI_contemp_T200_N100_E1_444,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_445,0.250,0.263,0.256
FAVITES_output_logSI_contemp_T200_N100_E1_446,0.333,0.333,0.333
FAVITES_output_logSI_contemp_T200_N100_E1_447,0.375,0.429,0.400
FAVITES_output_logSI_contemp_T200_N100_E1_448,0.244,0.278,0.260
FAVITES_output_logSI_contemp_T200_N100_E1_450,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_451,0.364,0.400,0.381
FAVITES_output_logSI_contemp_T200_N100_E1_453,0.200,0.235,0.216
FAVITES_output_logSI_contemp_T200_N100_E1_455,1.000,1.000,1.000
FAVITES_output_logSI_contemp_T200_N100_E1_456,0.188,0.214,0.200
FAVITES_output_logSI_contemp_T200_N100_E1_457,0.273,0.333,0.300
FAVITES_output_logSI_contemp_T200_N100_E1_458,0.120,0.130,0.125
FAVITES_output_logSI_contemp_T200_N100_E1_459,0.172,0.208,0.189
FAVITES_output_logSI_contemp_T200_N100_E1_460,0.133,0.182,0.154
FAVITES_output_logSI_contemp_T200_N100_E1_461,0.197,0.213,0.205
FAVITES_output_logSI_contemp_T200_N100_E1_462,0.182,0.200,0.190
FAVITES_output_logSI_contemp_T200_N100_E1_463,0.174,0.200,0.186
FAVITES_output_logSI_contemp_T200_N100_E1_464,0.125,0.167,0.143
FAVITES_output_logSI_contemp_T200_N100_E1_465,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_467,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_468,0.200,0.210,0.205
FAVITES_output_logSI_contemp_T200_N100_E1_469,0.375,0.429,0.400
FAVITES_output_logSI_contemp_T200_N100_E1_470,0.222,0.286,0.250
FAVITES_output_logSI_contemp_T200_N100_E1_471,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_472,0.062,0.071,0.067
FAVITES_output_logSI_contemp_T200_N100_E1_473,0.136,0.158,0.146
FAVITES_output_logSI_contemp_T200_N100_E1_475,0.500,0.500,0.500
FAVITES_output_logSI_contemp_T200_N100_E1_476,1.000,1.000,1.000
FAVITES_output_logSI_contemp_T200_N100_E1_477,0.171,0.184,0.177
FAVITES_output_logSI_contemp_T200_N100_E1_480,0.333,0.333,0.333
FAVITES_output_logSI_contemp_T200_N100_E1_482,0.258,0.286,0.271
FAVITES_output_logSI_contemp_T200_N100_E1_483,0.100,0.111,0.105
FAVITES_output_logSI_contemp_T200_N100_E1_484,0.400,0.400,0.400
FAVITES_output_logSI_contemp_T200_N100_E1_485,0.059,0.077,0.067
FAVITES_output_logSI_contemp_T200_N100_E1_486,0.200,0.214,0.207
FAVITES_output_logSI_contemp_T200_N100_E1_487,0.176,0.191,0.184
FAVITES_output_logSI_contemp_T200_N100_E1_488,0.333,0.500,0.400
FAVITES_output_logSI_contemp_T200_N100_E1_489,1.000,1.000,1.000
FAVITES_output_logSI_contemp_T200_N100_E1_490,0.500,0.500,0.500
FAVITES_output_logSI_contemp_T200_N100_E1_491,0.211,0.229,0.219
FAVITES_output_logSI_contemp_T200_N100_E1_492,0.400,0.500,0.444
FAVITES_output_logSI_contemp_T200_N100_E1_493,0.200,0.222,0.211
FAVITES_output_logSI_contemp_T200_N100_E1_494,0.148,0.154,0.151
FAVITES_output_logSI_contemp_T200_N100_E1_495,0.130,0.143,0.136
FAVITES_output_logSI_contemp_T200_N100_E1_496,1.000,1.000,1.000
FAVITES_output_logSI_contemp_T200_N100_E1_497,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_498,0.130,0.130,0.130
FAVITES_output_logSI_contemp_T200_N100_E1_499,0.255,0.271,0.263
FAVITES_output_logSI_contemp_T200_N100_E1_500,0.308,0.308,0.308
