sample_name,sensitivity,specificity,f1
FAVITES_output_logSI_contemp_T200_N100_E1_385,0.667,0.054,0.100
FAVITES_output_logSI_contemp_T200_N100_E1_387,0.438,0.051,0.092
FAVITES_output_logSI_contemp_T200_N100_E1_388,0.600,0.273,0.375
FAVITES_output_logSI_contemp_T200_N100_E1_390,0.850,0.089,0.161
FAVITES_output_logSI_contemp_T200_N100_E1_391,0.333,0.250,0.286
FAVITES_output_logSI_contemp_T200_N100_E1_392,0.656,0.045,0.084
FAVITES_output_logSI_contemp_T200_N100_E1_393,0.778,0.156,0.259
FAVITES_output_logSI_contemp_T200_N100_E1_394,0.857,0.273,0.414
FAVITES_output_logSI_contemp_T200_N100_E1_395,0.667,0.190,0.296
FAVITES_output_logSI_contemp_T200_N100_E1_396,0.556,0.135,0.217
FAVITES_output_logSI_contemp_T200_N100_E1_397,1.000,1.000,1.000
FAVITES_output_logSI_contemp_T200_N100_E1_398,0.750,0.069,0.127
FAVITES_output_logSI_contemp_T200_N100_E1_399,0.727,0.143,0.239
FAVITES_output_logSI_contemp_T200_N100_E1_400,0.667,0.043,0.080
FAVITES_output_logSI_contemp_T200_N100_E1_402,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_403,0.500,0.333,0.400
FAVITES_output_logSI_contemp_T200_N100_E1_404,0.843,0.035,0.067
FAVITES_output_logSI_contemp_T200_N100_E1_405,0.818,0.188,0.305
FAVITES_output_logSI_contemp_T200_N100_E1_406,0.860,0.045,0.085
FAVITES_output_logSI_contemp_T200_N100_E1_407,0.920,0.044,0.084
FAVITES_output_logSI_contemp_T200_N100_E1_409,0.867,0.120,0.211
FAVITES_output_logSI_contemp_T200_N100_E1_410,0.933,0.132,0.231
FAVITES_output_logSI_contemp_T200_N100_E1_411,0.857,0.214,0.343
FAVITES_output_logSI_contemp_T200_N100_E1_412,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_413,0.718,0.040,0.075
FAVITES_output_logSI_contemp_T200_N100_E1_414,0.735,0.050,0.094
FAVITES_output_logSI_contemp_T200_N100_E1_415,0.865,0.048,0.091
FAVITES_output_logSI_contemp_T200_N100_E1_416,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_417,0.500,0.333,0.400
FAVITES_output_logSI_contemp_T200_N100_E1_418,0.111,0.042,0.061
FAVITES_output_logSI_contemp_T200_N100_E1_419,1.000,1.000,1.000
FAVITES_output_logSI_contemp_T200_N100_E1_420,0.667,0.500,0.571
FAVITES_output_logSI_contemp_T200_N100_E1_421,0.750,0.261,0.387
FAVITES_output_logSI_contemp_T200_N100_E1_422,0.784,0.043,0.082
FAVITES_output_logSI_contemp_T200_N100_E1_423,0.778,0.060,0.111
FAVITES_output_logSI_contemp_T200_N100_E1_424,0.500,0.500,0.500
FAVITES_output_logSI_contemp_T200_N100_E1_425,0.667,0.200,0.308
FAVITES_output_logSI_contemp_T200_N100_E1_426,0.737,0.113,0.196
FAVITES_output_logSI_contemp_T200_N100_E1_427,0.767,0.038,0.073
FAVITES_output_logSI_contemp_T200_N100_E1_428,0.714,0.125,0.213
FAVITES_output_logSI_contemp_T200_N100_E1_429,0.746,0.030,0.057
FAVITES_output_logSI_contemp_T200_N100_E1_430,0.571,0.182,0.276
FAVITES_output_logSI_contemp_T200_N100_E1_431,0.860,0.043,0.082
FAVITES_output_logSI_contemp_T200_N100_E1_432,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_433,0.762,0.045,0.085
FAVITES_output_logSI_contemp_T200_N100_E1_434,0.686,0.045,0.085
FAVITES_output_logSI_contemp_T200_N100_E1_435,0.800,0.082,0.149
FAVITES_output_logSI_contemp_T200_N100_E1_436,0.667,0.032,0.060
FAVITES_output_logSI_contemp_T200_N100_E1_437,1.000,0.667,0.800
FAVITES_output_logSI_contemp_T200_N100_E1_438,0.400,0.182,0.250
FAVITES_output_logSI_contemp_T200_N100_E1_439,0.951,0.050,0.095
FAVITES_output_logSI_contemp_T200_N100_E1_440,0.778,0.226,0.350
FAVITES_output_logSI_contemp_T200_N100_E1_441,0.654,0.061,0.111
FAVITES_output_logSI_contemp_T200_N100_E1_442,1.000,1.000,1.000
FAVITES_output_logSI_contemp_T200_N100_E1_443,0.842,0.084,0.153
FAVITES_output_logSI_contemp_T200_N100_E1_444,0.714,0.179,0.286
FAVITES_output_logSI_contemp_T200_N100_E1_445,1.000,0.105,0.190
FAVITES_output_logSI_contemp_T200_N100_E1_446,0.500,0.143,0.222
FAVITES_output_logSI_contemp_T200_N100_E1_447,0.875,0.292,0.438
FAVITES_output_logSI_contemp_T200_N100_E1_448,0.829,0.072,0.133
FAVITES_output_logSI_contemp_T200_N100_E1_450,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_451,0.636,0.125,0.209
FAVITES_output_logSI_contemp_T200_N100_E1_453,0.900,0.115,0.205
FAVITES_output_logSI_contemp_T200_N100_E1_455,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_456,0.781,0.061,0.113
FAVITES_output_logSI_contemp_T200_N100_E1_457,0.848,0.083,0.152
FAVITES_output_logSI_contemp_T200_N100_E1_458,0.520,0.051,0.093
FAVITES_output_logSI_contemp_T200_N100_E1_459,0.621,0.059,0.108
FAVITES_output_logSI_contemp_T200_N100_E1_460,0.667,0.164,0.263
FAVITES_output_logSI_contemp_T200_N100_E1_461,0.788,0.027,0.053
FAVITES_output_logSI_contemp_T200_N100_E1_462,0.545,0.107,0.179
FAVITES_output_logSI_contemp_T200_N100_E1_463,0.783,0.085,0.153
FAVITES_output_logSI_contemp_T200_N100_E1_464,0.375,0.130,0.194
FAVITES_output_logSI_contemp_T200_N100_E1_465,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_467,0.857,0.273,0.414
FAVITES_output_logSI_contemp_T200_N100_E1_468,0.754,0.025,0.048
FAVITES_output_logSI_contemp_T200_N100_E1_469,0.750,0.207,0.324
FAVITES_output_logSI_contemp_T200_N100_E1_470,0.667,0.200,0.308
FAVITES_output_logSI_contemp_T200_N100_E1_471,0.667,0.500,0.571
FAVITES_output_logSI_contemp_T200_N100_E1_472,0.500,0.085,0.145
FAVITES_output_logSI_contemp_T200_N100_E1_473,0.818,0.093,0.167
FAVITES_output_logSI_contemp_T200_N100_E1_475,0.600,0.109,0.185
FAVITES_output_logSI_contemp_T200_N100_E1_476,0.500,0.333,0.400
FAVITES_output_logSI_contemp_T200_N100_E1_477,0.732,0.042,0.080
FAVITES_output_logSI_contemp_T200_N100_E1_480,0.333,0.167,0.222
FAVITES_output_logSI_contemp_T200_N100_E1_482,0.774,0.059,0.109
FAVITES_output_logSI_contemp_T200_N100_E1_483,0.700,0.089,0.158
FAVITES_output_logSI_contemp_T200_N100_E1_484,0.700,0.067,0.122
FAVITES_output_logSI_contemp_T200_N100_E1_485,0.941,0.168,0.286
FAVITES_output_logSI_contemp_T200_N100_E1_486,0.867,0.064,0.119
FAVITES_output_logSI_contemp_T200_N100_E1_487,0.902,0.041,0.078
FAVITES_output_logSI_contemp_T200_N100_E1_488,0.778,0.269,0.400
FAVITES_output_logSI_contemp_T200_N100_E1_489,0.333,0.167,0.222
FAVITES_output_logSI_contemp_T200_N100_E1_490,1.000,0.667,0.800
FAVITES_output_logSI_contemp_T200_N100_E1_491,0.789,0.050,0.094
FAVITES_output_logSI_contemp_T200_N100_E1_492,0.400,0.182,0.250
FAVITES_output_logSI_contemp_T200_N100_E1_493,0.675,0.040,0.076
FAVITES_output_logSI_contemp_T200_N100_E1_494,0.778,0.060,0.111
FAVITES_output_logSI_contemp_T200_N100_E1_495,0.957,0.094,0.172
FAVITES_output_logSI_contemp_T200_N100_E1_496,0.500,0.333,0.400
FAVITES_output_logSI_contemp_T200_N100_E1_497,0.000,0.000,0.000
FAVITES_output_logSI_contemp_T200_N100_E1_498,0.913,0.076,0.140
FAVITES_output_logSI_contemp_T200_N100_E1_499,0.824,0.036,0.068
FAVITES_output_logSI_contemp_T200_N100_E1_500,0.692,0.099,0.173
